state,,year,month,precipitation
GO,8/31/2011,2011,Aug,0
GO,9/30/2011,2011,Sep,1.2
GO,10/31/2011,2011,Oct,300.3
GO,11/30/2011,2011,Nov,245.4
GO,12/31/2011,2011,Dec,292.8
GO,1/31/2012,2012,Jan,467.4
GO,2/29/2012,2012,Feb,358
GO,3/31/2012,2012,Mar,268
GO,4/30/2012,2012,Apr,176.2
GO,5/31/2012,2012,May,40
GO,6/30/2012,2012,Jun,18.3
GO,7/31/2012,2012,Jul,3
GO,8/31/2012,2012,Aug,0
GO,9/30/2012,2012,Sep,57.3
GO,10/31/2012,2012,Oct,92.8
GO,11/30/2012,2012,Nov,224.5
GO,12/31/2012,2012,Dec,188.6
GO,1/31/2013,2013,Jan,353.5
GO,2/28/2013,2013,Feb,125.1
GO,3/31/2013,2013,Mar,234.9
GO,4/30/2013,2013,Apr,44.3
GO,5/31/2013,2013,May,44.1
GO,6/30/2013,2013,Jun,7.3
GO,7/31/2013,2013,Jul,0
GO,8/31/2013,2013,Aug,0.7
GO,9/30/2013,2013,Sep,32.9
GO,10/31/2013,2013,Oct,135.2
GO,11/30/2013,2013,Nov,273.6
GO,12/31/2013,2013,Dec,530.5
GO,1/31/2014,2014,Jan,143.6
GO,2/28/2014,2014,Feb,187.8
GO,3/31/2014,2014,Mar,361.1
GO,4/30/2014,2014,Apr,325.2
GO,5/31/2014,2014,May,19.7
GO,6/30/2014,2014,Jun,0
GO,7/31/2014,2014,Jul,15.7
GO,8/31/2014,2014,Aug,0
GO,9/30/2014,2014,Sep,31.3
GO,10/31/2014,2014,Oct,69.2
GO,11/30/2014,2014,Nov,170.5
GO,12/31/2014,2014,Dec,337.9
GO,1/31/2015,2015,Jan,73.6
GO,2/28/2015,2015,Feb,225.2
GO,3/31/2015,2015,Mar,312.3
GO,4/30/2015,2015,Apr,204.2
GO,5/31/2015,2015,May,70.7
GO,6/30/2015,2015,Jun,0
GO,7/31/2015,2015,Jul,2.7
GO,8/31/2015,2015,Aug,3.6
GO,9/30/2015,2015,Sep,30.4
GO,10/31/2015,2015,Oct,18.2
GO,11/30/2015,2015,Nov,354.8
GO,12/31/2015,2015,Dec,207.7
GO,1/31/2016,2016,Jan,484.8
GO,2/29/2016,2016,Feb,155.1
GO,3/31/2016,2016,Mar,156.2
GO,4/30/2016,2016,Apr,1.3
GO,5/31/2016,2016,May,33.2
GO,6/30/2016,2016,Jun,0
GO,7/31/2016,2016,Jul,0
GO,8/31/2016,2016,Aug,15.7
GO,9/30/2016,2016,Sep,26.5
GO,10/31/2016,2016,Oct,209.2
GO,11/30/2016,2016,Nov,110.4
GO,12/31/2016,2016,Dec,169.6
GO,1/31/2017,2017,Jan,176.1
GO,2/28/2017,2017,Feb,153.2
GO,3/31/2017,2017,Mar,215.5
GO,4/30/2017,2017,Apr,200.1
GO,5/31/2017,2017,May,48.2
GO,6/30/2017,2017,Jun,0
GO,7/31/2017,2017,Jul,0
GO,8/31/2017,2017,Aug,0
GO,9/30/2017,2017,Sep,9.5
GO,10/31/2017,2017,Oct,51.2
GO,11/30/2017,2017,Nov,296.1
MA,1/31/1998,1998,Jan,306.7
MA,2/28/1998,1998,Feb,58.8
MA,3/31/1998,1998,Mar,366.1
MA,4/30/1998,1998,Apr,246.6
MA,5/31/1998,1998,May,144.4
MA,6/30/1998,1998,Jun,128.2
MA,7/31/1998,1998,Jul,152.4
MA,8/31/1998,1998,Aug,2.7
MA,9/30/1998,1998,Sep,0
MA,10/31/1998,1998,Oct,0
MA,11/30/1998,1998,Nov,0.3
MA,12/31/1998,1998,Dec,53.6
MA,1/31/1999,1999,Jan,135.7
MA,2/28/1999,1999,Feb,375
MA,3/31/1999,1999,Mar,660.8
MA,4/30/1999,1999,Apr,474.4
MA,5/31/1999,1999,May,241.9
MA,6/30/1999,1999,Jun,171
MA,7/31/1999,1999,Jul,131
MA,8/31/1999,1999,Aug,44.1
MA,9/30/1999,1999,Sep,0.1
MA,10/31/1999,1999,Oct,1.1
MA,11/30/1999,1999,Nov,0
MA,12/31/1999,1999,Dec,131.1
MA,1/31/2000,2000,Jan,267.1
MA,2/29/2000,2000,Feb,392.1
MA,3/31/2000,2000,Mar,606
MA,4/30/2000,2000,Apr,609.6
MA,5/31/2000,2000,May,422.2
MA,6/30/2000,2000,Jun,146.1
MA,7/31/2000,2000,Jul,202.1
MA,8/31/2000,2000,Aug,63.9
MA,9/30/2000,2000,Sep,12.6
MA,10/31/2000,2000,Oct,0
MA,11/30/2000,2000,Nov,0.2
MA,12/31/2000,2000,Dec,43.3
MA,1/31/2001,2001,Jan,336.2
MA,2/28/2001,2001,Feb,445.4
MA,3/31/2001,2001,Mar,370.7
MA,4/30/2001,2001,Apr,590.1
MA,5/31/2001,2001,May,201.8
MA,6/30/2001,2001,Jun,327.2
MA,7/31/2001,2001,Jul,150.2
MA,8/31/2001,2001,Aug,0.5
MA,9/30/2001,2001,Sep,7.4
MA,10/31/2001,2001,Oct,0
MA,11/30/2001,2001,Nov,6.1
MA,12/31/2001,2001,Dec,44
MA,1/31/2002,2002,Jan,345.6
MA,2/28/2002,2002,Feb,83.4
MA,3/31/2002,2002,Mar,314.1
MA,4/30/2002,2002,Apr,489.3
MA,5/31/2002,2002,May,295.4
MA,6/30/2002,2002,Jun,237
MA,7/31/2002,2002,Jul,42.3
MA,8/31/2002,2002,Aug,4.6
MA,9/30/2002,2002,Sep,0
MA,10/31/2002,2002,Oct,0
MA,11/30/2002,2002,Nov,29.3
MA,12/31/2002,2002,Dec,47.4
MA,1/31/2003,2003,Jan,359.1
MA,2/28/2003,2003,Feb,491.1
MA,3/31/2003,2003,Mar,570.2
MA,4/30/2003,2003,Apr,428.8
MA,5/31/2003,2003,May,207.7
MA,6/30/2003,2003,Jun,148
MA,7/31/2003,2003,Jul,64.6
MA,8/31/2003,2003,Aug,34.4
MA,9/30/2003,2003,Sep,5.9
MA,10/31/2003,2003,Oct,0.2
MA,11/30/2003,2003,Nov,4.7
MA,12/31/2003,2003,Dec,55.8
MA,1/31/2004,2004,Jan,445.7
MA,2/29/2004,2004,Feb,485.4
MA,3/31/2004,2004,Mar,388
MA,4/30/2004,2004,Apr,452.9
MA,5/31/2004,2004,May,183.5
MA,6/30/2004,2004,Jun,213.1
MA,7/31/2004,2004,Jul,233
MA,8/31/2004,2004,Aug,83.9
MA,9/30/2004,2004,Sep,1.5
MA,10/31/2004,2004,Oct,0
MA,11/30/2004,2004,Nov,3.2
MA,12/31/2004,2004,Dec,6.6
MA,1/31/2005,2005,Jan,33.1
MA,2/28/2005,2005,Feb,230.8
MA,3/31/2005,2005,Mar,350.4
MA,4/30/2005,2005,Apr,371.4
MA,5/31/2005,2005,May,219.6
MA,6/30/2005,2005,Jun,256.5
MA,7/31/2005,2005,Jul,166.4
MA,8/31/2005,2005,Aug,12.8
MA,9/30/2005,2005,Sep,0
MA,10/31/2005,2005,Oct,0.2
MA,11/30/2005,2005,Nov,4
MA,12/31/2005,2005,Dec,158.1
MA,1/31/2006,2006,Jan,189.9
MA,2/28/2006,2006,Feb,277.5
MA,3/31/2006,2006,Mar,369.2
MA,4/30/2006,2006,Apr,537.3
MA,5/31/2006,2006,May,536.1
MA,6/30/2006,2006,Jun,261.9
MA,7/31/2006,2006,Jul,63.2
MA,8/31/2006,2006,Aug,67
MA,9/30/2006,2006,Sep,2.3
MA,10/31/2006,2006,Oct,0
MA,11/30/2006,2006,Nov,9.3
MA,12/31/2006,2006,Dec,40.5
MA,1/31/2007,2007,Jan,16.3
MA,2/28/2007,2007,Feb,545.1
MA,3/31/2007,2007,Mar,457.4
MA,4/30/2007,2007,Apr,348.6
MA,5/31/2007,2007,May,286.1
MA,6/30/2007,2007,Jun,61.4
MA,7/31/2007,2007,Jul,136.3
MA,8/31/2007,2007,Aug,0.2
MA,9/30/2007,2007,Sep,2.2
MA,10/31/2007,2007,Oct,1
MA,11/30/2007,2007,Nov,2.4
MA,12/31/2007,2007,Dec,42
MA,1/31/2008,2008,Jan,124.4
MA,2/29/2008,2008,Feb,413.5
MA,3/31/2008,2008,Mar,584.5
MA,4/30/2008,2008,Apr,607
MA,5/31/2008,2008,May,314.2
MA,6/30/2008,2008,Jun,380
MA,7/31/2008,2008,Jul,104.9
MA,8/31/2008,2008,Aug,51.4
MA,9/30/2008,2008,Sep,0.4
MA,10/31/2008,2008,Oct,0.4
MA,11/30/2008,2008,Nov,0.6
MA,12/31/2008,2008,Dec,18.5
MA,1/31/2009,2009,Jan,375.8
MA,2/28/2009,2009,Feb,367.2
MA,3/31/2009,2009,Mar,565.4
MA,4/30/2009,2009,Apr,767.1
MA,5/31/2009,2009,May,467.7
MA,6/30/2009,2009,Jun,207.6
MA,7/31/2009,2009,Jul,71.8
MA,8/31/2009,2009,Aug,12.3
MA,9/30/2009,2009,Sep,0
MA,10/31/2009,2009,Oct,0
MA,11/30/2009,2009,Nov,2.6
MA,12/31/2009,2009,Dec,10.3
MA,1/31/2010,2010,Jan,108.2
MA,2/28/2010,2010,Feb,121.5
MA,3/31/2010,2010,Mar,316.9
MA,4/30/2010,2010,Apr,393.7
MA,5/31/2010,2010,May,377.5
MA,6/30/2010,2010,Jun,218.3
MA,7/31/2010,2010,Jul,105.2
MA,8/31/2010,2010,Aug,7
MA,9/30/2010,2010,Sep,0.4
MA,10/31/2010,2010,Oct,0
MA,11/30/2010,2010,Nov,16.2
MA,12/31/2010,2010,Dec,90.7
MA,1/31/2011,2011,Jan,490.3
MA,2/28/2011,2011,Feb,457.4
MA,3/31/2011,2011,Mar,430.9
MA,4/30/2011,2011,Apr,621.7
MA,5/31/2011,2011,May,310.8
MA,6/30/2011,2011,Jun,166.8
MA,7/31/2011,2011,Jul,128
MA,8/31/2011,2011,Aug,38.7
MA,9/30/2011,2011,Sep,0
MA,10/31/2011,2011,Oct,61.6
MA,11/30/2011,2011,Nov,6.5
MA,12/31/2011,2011,Dec,0.6
MA,1/31/2012,2012,Jan,102.4
MA,2/29/2012,2012,Feb,238.1
MA,3/31/2012,2012,Mar,331.7
MA,4/30/2012,2012,Apr,249.5
MA,5/31/2012,2012,May,86.4
MA,6/30/2012,2012,Jun,50.8
MA,7/31/2012,2012,Jul,60.5
MA,8/31/2012,2012,Aug,11.2
MA,9/30/2012,2012,Sep,0.2
MA,10/31/2012,2012,Oct,0
MA,11/30/2012,2012,Nov,1.6
MA,12/31/2012,2012,Dec,0.8
MA,1/31/2013,2013,Jan,60
MA,2/28/2013,2013,Feb,279.4
MA,3/31/2013,2013,Mar,319.1
MA,4/30/2013,2013,Apr,267.8
MA,5/31/2013,2013,May,186.3
MA,6/30/2013,2013,Jun,203.4
MA,7/31/2013,2013,Jul,203.7
MA,8/31/2013,2013,Aug,15
MA,9/30/2013,2013,Sep,4.4
MA,10/31/2013,2013,Oct,0.8
MA,11/30/2013,2013,Nov,13.8
MA,12/31/2013,2013,Dec,40.5
MA,1/31/2014,2014,Jan,149.6
MA,2/28/2014,2014,Feb,251
MA,3/31/2014,2014,Mar,161
MA,4/30/2014,2014,Apr,244.3
MA,5/31/2014,2014,May,760.7
MA,6/30/2014,2014,Jun,185.5
MA,7/31/2014,2014,Jul,44.3
MA,8/31/2014,2014,Aug,3.8
MA,9/30/2014,2014,Sep,0.5
MA,10/31/2014,2014,Oct,2.2
MA,11/30/2014,2014,Nov,1.8
MA,12/31/2014,2014,Dec,29.2
MA,1/31/2015,2015,Jan,30.2
MA,2/28/2015,2015,Feb,90.7
MA,3/31/2015,2015,Mar,425.9
MA,4/30/2015,2015,Apr,366.5
MA,5/31/2015,2015,May,399.7
MA,6/30/2015,2015,Jun,106.7
MA,7/31/2015,2015,Jul,75.9
MA,8/31/2015,2015,Aug,0
MA,9/30/2015,2015,Sep,0
MA,10/31/2015,2015,Oct,0
MA,11/30/2015,2015,Nov,0.3
MA,12/31/2015,2015,Dec,11.3
MA,1/31/2016,2016,Jan,204.5
MA,2/29/2016,2016,Feb,140.8
MA,3/31/2016,2016,Mar,362.1
MA,4/30/2016,2016,Apr,327.4
MA,5/31/2016,2016,May,264.9
MA,6/30/2016,2016,Jun,133.4
MA,7/31/2016,2016,Jul,52.1
MA,8/31/2016,2016,Aug,13.4
MA,9/30/2016,2016,Sep,1.8
MA,10/31/2016,2016,Oct,0
MA,11/30/2016,2016,Nov,0
MA,12/31/2016,2016,Dec,42.9
MA,1/31/2017,2017,Jan,380
MA,2/28/2017,2017,Feb,355.4
MA,3/31/2017,2017,Mar,442.8
MA,4/30/2017,2017,Apr,362.1
MA,5/31/2017,2017,May,329.9
MA,6/30/2017,2017,Jun,120.6
MA,7/31/2017,2017,Jul,201.4
MA,8/31/2017,2017,Aug,4.8
MA,9/30/2017,2017,Sep,0
MA,10/31/2017,2017,Oct,1.2
MA,11/30/2017,2017,Nov,0.6
MG,1/31/1998,1998,Jan,339.6
MG,2/28/1998,1998,Feb,226.3
MG,3/31/1998,1998,Mar,68.7
MG,4/30/1998,1998,Apr,37.2
MG,5/31/1998,1998,May,78.2
MG,6/30/1998,1998,Jun,3
MG,7/31/1998,1998,Jul,0
MG,8/31/1998,1998,Aug,43.2
MG,9/30/1998,1998,Sep,39.4
MG,10/31/1998,1998,Oct,105.6
MG,11/30/1998,1998,Nov,338.4
MG,12/31/1998,1998,Dec,231.9
MG,1/31/1999,1999,Jan,237.3
MG,2/28/1999,1999,Feb,94.7
MG,3/31/1999,1999,Mar,246.4
MG,4/30/1999,1999,Apr,56.7
MG,5/31/1999,1999,May,4
MG,6/30/1999,1999,Jun,2.4
MG,7/31/1999,1999,Jul,0
MG,8/31/1999,1999,Aug,0
MG,9/30/1999,1999,Sep,43.8
MG,10/31/1999,1999,Oct,84
MG,11/30/1999,1999,Nov,279.3
MG,12/31/1999,1999,Dec,294.1
MG,1/31/2000,2000,Jan,469.5
MG,2/29/2000,2000,Feb,194
MG,3/31/2000,2000,Mar,131.4
MG,4/30/2000,2000,Apr,55.1
MG,5/31/2000,2000,May,1.5
MG,6/30/2000,2000,Jun,0
MG,7/31/2000,2000,Jul,2.8
MG,8/31/2000,2000,Aug,18.5
MG,9/30/2000,2000,Sep,49.4
MG,10/31/2000,2000,Oct,69.8
MG,11/30/2000,2000,Nov,268
MG,12/31/2000,2000,Dec,316.4
MG,1/31/2001,2001,Jan,165.9
MG,2/28/2001,2001,Feb,64.7
MG,3/31/2001,2001,Mar,138.9
MG,4/30/2001,2001,Apr,19.2
MG,5/31/2001,2001,May,46.9
MG,6/30/2001,2001,Jun,0
MG,7/31/2001,2001,Jul,10.9
MG,8/31/2001,2001,Aug,42.5
MG,9/30/2001,2001,Sep,56.5
MG,10/31/2001,2001,Oct,162.4
MG,11/30/2001,2001,Nov,329.9
MG,12/31/2001,2001,Dec,421.4
MG,1/31/2002,2002,Jan,285.5
MG,2/28/2002,2002,Feb,303.7
MG,3/31/2002,2002,Mar,72
MG,4/30/2002,2002,Apr,53.1
MG,5/31/2002,2002,May,13.4
MG,6/30/2002,2002,Jun,0
MG,7/31/2002,2002,Jul,5
MG,8/31/2002,2002,Aug,2
MG,9/30/2002,2002,Sep,80.5
MG,10/31/2002,2002,Oct,32.5
MG,11/30/2002,2002,Nov,245.5
MG,12/31/2002,2002,Dec,395.3
MG,1/31/2003,2003,Jan,781.6
MG,2/28/2003,2003,Feb,182.9
MG,3/31/2003,2003,Mar,178.7
MG,4/30/2003,2003,Apr,26.2
MG,5/31/2003,2003,May,20.2
MG,6/30/2003,2003,Jun,0
MG,7/31/2003,2003,Jul,0
MG,8/31/2003,2003,Aug,10.4
MG,9/30/2003,2003,Sep,12.1
MG,10/31/2003,2003,Oct,22
MG,11/30/2003,2003,Nov,212.1
MG,12/31/2003,2003,Dec,277.3
MG,1/31/2004,2004,Jan,502.9
MG,2/29/2004,2004,Feb,363.9
MG,3/31/2004,2004,Mar,105.6
MG,4/30/2004,2004,Apr,184.9
MG,5/31/2004,2004,May,20.5
MG,6/30/2004,2004,Jun,17.7
MG,7/31/2004,2004,Jul,40
MG,8/31/2004,2004,Aug,0
MG,9/30/2004,2004,Sep,0
MG,10/31/2004,2004,Oct,44.3
MG,11/30/2004,2004,Nov,157.2
MG,12/31/2004,2004,Dec,499.8
MG,1/31/2005,2005,Jan,241
MG,2/28/2005,2005,Feb,158.3
MG,3/31/2005,2005,Mar,253.7
MG,4/30/2005,2005,Apr,38.6
MG,5/31/2005,2005,May,36
MG,6/30/2005,2005,Jun,23.3
MG,7/31/2005,2005,Jul,6.5
MG,8/31/2005,2005,Aug,4.9
MG,9/30/2005,2005,Sep,127.2
MG,10/31/2005,2005,Oct,42.9
MG,11/30/2005,2005,Nov,292.7
MG,12/31/2005,2005,Dec,393
MG,1/31/2006,2006,Jan,144.2
MG,2/28/2006,2006,Feb,132.6
MG,3/31/2006,2006,Mar,265
MG,4/30/2006,2006,Apr,54.8
MG,5/31/2006,2006,May,45.7
MG,6/30/2006,2006,Jun,5.8
MG,7/31/2006,2006,Jul,3.2
MG,8/31/2006,2006,Aug,21.6
MG,9/30/2006,2006,Sep,89.2
MG,10/31/2006,2006,Oct,123.4
MG,11/30/2006,2006,Nov,343.6
MG,12/31/2006,2006,Dec,338.8
MG,1/31/2007,2007,Jan,350.9
MG,2/28/2007,2007,Feb,171.3
MG,3/31/2007,2007,Mar,79.8
MG,4/30/2007,2007,Apr,98
MG,5/31/2007,2007,May,7
MG,6/30/2007,2007,Jun,0
MG,7/31/2007,2007,Jul,5.9
MG,8/31/2007,2007,Aug,0
MG,9/30/2007,2007,Sep,1.7
MG,10/31/2007,2007,Oct,104
MG,11/30/2007,2007,Nov,132.4
MG,12/31/2007,2007,Dec,212.2
MG,1/31/2008,2008,Jan,305.5
MG,2/29/2008,2008,Feb,208.6
MG,3/31/2008,2008,Mar,346.5
MG,4/30/2008,2008,Apr,144
MG,5/31/2008,2008,May,0.5
MG,6/30/2008,2008,Jun,2.1
MG,7/31/2008,2008,Jul,0
MG,8/31/2008,2008,Aug,47.1
MG,9/30/2008,2008,Sep,99.7
MG,10/31/2008,2008,Oct,53.2
MG,11/30/2008,2008,Nov,216.2
MG,12/31/2008,2008,Dec,601.3
MG,1/31/2009,2009,Jan,313.4
MG,2/28/2009,2009,Feb,215.8
MG,3/31/2009,2009,Mar,273.2
MG,4/30/2009,2009,Apr,41.6
MG,5/31/2009,2009,May,20.4
MG,6/30/2009,2009,Jun,38.6
MG,7/31/2009,2009,Jul,0.2
MG,8/31/2009,2009,Aug,23.1
MG,9/30/2009,2009,Sep,103.1
MG,10/31/2009,2009,Oct,344.3
MG,11/30/2009,2009,Nov,213.7
MG,12/31/2009,2009,Dec,564.1
MG,1/31/2010,2010,Jan,291.5
MG,2/28/2010,2010,Feb,71
MG,3/31/2010,2010,Mar,247.9
MG,4/30/2010,2010,Apr,85.1
MG,5/31/2010,2010,May,26.8
MG,6/30/2010,2010,Jun,0.8
MG,7/31/2010,2010,Jul,0
MG,8/31/2010,2010,Aug,0
MG,9/30/2010,2010,Sep,71
MG,10/31/2010,2010,Oct,216.6
MG,11/30/2010,2010,Nov,396.6
MG,12/31/2010,2010,Dec,293.2
MG,1/31/2011,2011,Jan,317.9
MG,2/28/2011,2011,Feb,66.6
MG,3/31/2011,2011,Mar,334.5
MG,4/30/2011,2011,Apr,98.7
MG,5/31/2011,2011,May,5
MG,6/30/2011,2011,Jun,14.6
MG,7/31/2011,2011,Jul,0
MG,8/31/2011,2011,Aug,0
MG,9/30/2011,2011,Sep,1.4
MG,10/31/2011,2011,Oct,178.8
MG,11/30/2011,2011,Nov,288.7
MG,12/31/2011,2011,Dec,720
MG,1/31/2012,2012,Jan,407.5
MG,2/29/2012,2012,Feb,34.3
MG,3/31/2012,2012,Mar,196.4
MG,4/30/2012,2012,Apr,111.3
MG,5/31/2012,2012,May,61.1
MG,6/30/2012,2012,Jun,17
MG,7/31/2012,2012,Jul,0
MG,8/31/2012,2012,Aug,0
MG,9/30/2012,2012,Sep,22.8
MG,10/31/2012,2012,Oct,32.1
MG,11/30/2012,2012,Nov,310
MG,12/31/2012,2012,Dec,143
MG,1/31/2013,2013,Jan,426.8
MG,2/28/2013,2013,Feb,75.4
MG,3/31/2013,2013,Mar,127.9
MG,4/30/2013,2013,Apr,99.4
MG,5/31/2013,2013,May,46.7
MG,6/30/2013,2013,Jun,23.1
MG,7/31/2013,2013,Jul,0
MG,8/31/2013,2013,Aug,0
MG,9/30/2013,2013,Sep,32.8
MG,10/31/2013,2013,Oct,137.7
MG,11/30/2013,2013,Nov,108.2
MG,12/31/2013,2013,Dec,495
MG,1/31/2014,2014,Jan,103.9
MG,2/28/2014,2014,Feb,22.9
MG,3/31/2014,2014,Mar,73.7
MG,4/30/2014,2014,Apr,235.8
MG,5/31/2014,2014,May,18.5
MG,6/30/2014,2014,Jun,13.1
MG,7/31/2014,2014,Jul,48.1
MG,8/31/2014,2014,Aug,3.3
MG,9/30/2014,2014,Sep,1.8
MG,10/31/2014,2014,Oct,69.4
MG,11/30/2014,2014,Nov,215.5
MG,12/31/2014,2014,Dec,138.1
MG,1/31/2015,2015,Jan,103.8
MG,2/28/2015,2015,Feb,263.8
MG,3/31/2015,2015,Mar,237.2
MG,4/30/2015,2015,Apr,78.7
MG,5/31/2015,2015,May,96.7
MG,6/30/2015,2015,Jun,5
MG,7/31/2015,2015,Jul,12.4
MG,8/31/2015,2015,Aug,0
MG,9/30/2015,2015,Sep,43.5
MG,10/31/2015,2015,Oct,67.5
MG,11/30/2015,2015,Nov,184.3
MG,12/31/2015,2015,Dec,152.3
MG,1/31/2016,2016,Jan,328.9
MG,2/29/2016,2016,Feb,175.7
MG,3/31/2016,2016,Mar,113.1
MG,4/30/2016,2016,Apr,26.2
MG,5/31/2016,2016,May,0
MG,6/30/2016,2016,Jun,75.3
MG,7/31/2016,2016,Jul,0
MG,8/31/2016,2016,Aug,0.4
MG,9/30/2016,2016,Sep,65.4
MG,10/31/2016,2016,Oct,70.7
MG,11/30/2016,2016,Nov,273
MG,12/31/2016,2016,Dec,244.6
MG,1/31/2017,2017,Jan,107
MG,2/28/2017,2017,Feb,142.6
MG,3/31/2017,2017,Mar,106.5
MG,4/30/2017,2017,Apr,51.6
MG,5/31/2017,2017,May,20.8
MG,6/30/2017,2017,Jun,19.8
MG,7/31/2017,2017,Jul,0.5
MG,8/31/2017,2017,Aug,0
MG,9/30/2017,2017,Sep,46.6
MG,10/31/2017,2017,Oct,148.2
MG,11/30/2017,2017,Nov,185.6
MT,1/31/1998,1998,Jan,217.1
MT,2/28/1998,1998,Feb,196
MT,3/31/1998,1998,Mar,223.4
MT,4/30/1998,1998,Apr,124
MT,5/31/1998,1998,May,47.5
MT,6/30/1998,1998,Jun,0
MT,7/31/1998,1998,Jul,0
MT,8/31/1998,1998,Aug,42
MT,9/30/1998,1998,Sep,101.6
MT,10/31/1998,1998,Oct,145
MT,11/30/1998,1998,Nov,156.7
MT,12/31/1998,1998,Dec,358.5
MT,1/31/1999,1999,Jan,281.6
MT,2/28/1999,1999,Feb,228.4
MT,3/31/1999,1999,Mar,339.4
MT,4/30/1999,1999,Apr,97.3
MT,5/31/1999,1999,May,3.6
MT,6/30/1999,1999,Jun,70
MT,7/31/1999,1999,Jul,1.5
MT,8/31/1999,1999,Aug,0
MT,9/30/1999,1999,Sep,18
MT,10/31/1999,1999,Oct,141.4
MT,11/30/1999,1999,Nov,269.7
MT,12/31/1999,1999,Dec,160.9
MT,1/31/2000,2000,Jan,173.7
MT,2/29/2000,2000,Feb,153
MT,3/31/2000,2000,Mar,307
MT,4/30/2000,2000,Apr,126.2
MT,5/31/2000,2000,May,7.3
MT,6/30/2000,2000,Jun,0
MT,7/31/2000,2000,Jul,3.4
MT,8/31/2000,2000,Aug,12
MT,9/30/2000,2000,Sep,43.3
MT,10/31/2000,2000,Oct,130.5
MT,11/30/2000,2000,Nov,161.4
MT,12/31/2000,2000,Dec,131.2
MT,1/31/2001,2001,Jan,119
MT,2/28/2001,2001,Feb,35
MT,3/31/2001,2001,Mar,217.6
MT,4/30/2001,2001,Apr,62.7
MT,5/31/2001,2001,May,37.1
MT,6/30/2001,2001,Jun,6.4
MT,7/31/2001,2001,Jul,8
MT,8/31/2001,2001,Aug,16
MT,9/30/2001,2001,Sep,23
MT,10/31/2001,2001,Oct,146.2
MT,11/30/2001,2001,Nov,214.3
MT,12/31/2001,2001,Dec,340.5
MT,1/31/2002,2002,Jan,217.6
MT,2/28/2002,2002,Feb,256
MT,3/31/2002,2002,Mar,141.5
MT,4/30/2002,2002,Apr,34.8
MT,5/31/2002,2002,May,44.6
MT,6/30/2002,2002,Jun,3.5
MT,7/31/2002,2002,Jul,7
MT,8/31/2002,2002,Aug,26.2
MT,9/30/2002,2002,Sep,68.4
MT,10/31/2002,2002,Oct,72.6
MT,11/30/2002,2002,Nov,97.4
MT,12/31/2002,2002,Dec,202.9
MT,1/31/2003,2003,Jan,297.5
MT,2/28/2003,2003,Feb,151.8
MT,3/31/2003,2003,Mar,142.3
MT,4/30/2003,2003,Apr,122.4
MT,5/31/2003,2003,May,50.7
MT,6/30/2003,2003,Jun,1.1
MT,7/31/2003,2003,Jul,0.6
MT,8/31/2003,2003,Aug,13.5
MT,9/30/2003,2003,Sep,70.8
MT,10/31/2003,2003,Oct,132.4
MT,11/30/2003,2003,Nov,221.9
MT,12/31/2003,2003,Dec,166.7
MT,1/31/2004,2004,Jan,174.9
MT,2/29/2004,2004,Feb,222.1
MT,3/31/2004,2004,Mar,72.2
MT,4/30/2004,2004,Apr,93
MT,5/31/2004,2004,May,42.6
MT,6/30/2004,2004,Jun,0
MT,7/31/2004,2004,Jul,62.7
MT,8/31/2004,2004,Aug,0
MT,9/30/2004,2004,Sep,11.9
MT,10/31/2004,2004,Oct,103.8
MT,11/30/2004,2004,Nov,216.9
MT,12/31/2004,2004,Dec,176.9
MT,1/31/2005,2005,Jan,104.2
MT,2/28/2005,2005,Feb,209.7
MT,3/31/2005,2005,Mar,201.8
MT,4/30/2005,2005,Apr,73.6
MT,5/31/2005,2005,May,8.1
MT,6/30/2005,2005,Jun,14.3
MT,7/31/2005,2005,Jul,0
MT,8/31/2005,2005,Aug,1
MT,9/30/2005,2005,Sep,40.2
MT,10/31/2005,2005,Oct,119
MT,11/30/2005,2005,Nov,90.5
MT,12/31/2005,2005,Dec,104.1
MT,1/31/2006,2006,Jan,154.8
MT,2/28/2006,2006,Feb,353.7
MT,3/31/2006,2006,Mar,267.1
MT,4/30/2006,2006,Apr,154.5
MT,5/31/2006,2006,May,12.5
MT,6/30/2006,2006,Jun,4.1
MT,7/31/2006,2006,Jul,17.1
MT,8/31/2006,2006,Aug,24.3
MT,9/30/2006,2006,Sep,112
MT,10/31/2006,2006,Oct,97.9
MT,11/30/2006,2006,Nov,142.9
MT,12/31/2006,2006,Dec,176.8
MT,1/31/2007,2007,Jan,266.3
MT,2/28/2007,2007,Feb,315.7
MT,3/31/2007,2007,Mar,174.3
MT,4/30/2007,2007,Apr,140.4
MT,5/31/2007,2007,May,31.1
MT,6/30/2007,2007,Jun,0.4
MT,7/31/2007,2007,Jul,22.8
MT,8/31/2007,2007,Aug,0
MT,9/30/2007,2007,Sep,5
MT,10/31/2007,2007,Oct,188.2
MT,11/30/2007,2007,Nov,274.9
MT,12/31/2007,2007,Dec,184.9
MT,1/31/2008,2008,Jan,355.5
MT,2/29/2008,2008,Feb,68.9
MT,3/31/2008,2008,Mar,141
MT,4/30/2008,2008,Apr,39.5
MT,4/30/2009,2009,Apr,26.2
MT,5/31/2009,2009,May,49.7
MT,6/30/2009,2009,Jun,45.2
MT,7/31/2009,2009,Jul,29.7
MT,8/31/2009,2009,Aug,89.6
MT,9/30/2009,2009,Sep,73.3
MT,10/31/2009,2009,Oct,175.6
