state,,year,month,precipitation
AM,1/31/2016,2016,Jan,129.6
AM,2/29/2016,2016,Feb,235.3
AM,3/31/2016,2016,Mar,281.9
AM,4/30/2016,2016,Apr,303.9
AM,5/31/2016,2016,May,117.5
AM,6/30/2016,2016,Jun,97.1
AM,7/31/2016,2016,Jul,103.2
AM,8/31/2016,2016,Aug,49.8
AM,9/30/2016,2016,Sep,112
AM,10/31/2016,2016,Oct,152.2
AM,11/30/2016,2016,Nov,193.7
AM,12/31/2016,2016,Dec,518.8
AM,1/31/2017,2017,Jan,402.1
AM,2/28/2017,2017,Feb,257.4
AM,3/31/2017,2017,Mar,270
AM,4/30/2017,2017,Apr,338.4
AM,5/31/2017,2017,May,135.8
AM,6/30/2017,2017,Jun,126.5
AM,7/31/2017,2017,Jul,75.7
AM,8/31/2017,2017,Aug,20.1
AM,9/30/2017,2017,Sep,166.4
AM,10/31/2017,2017,Oct,148.1
AM,11/30/2017,2017,Nov,195.7
AP,1/31/1998,1998,Jan,253.5
AP,2/28/1998,1998,Feb,309.3
AP,3/31/1998,1998,Mar,428.7
AP,4/30/1998,1998,Apr,287.6
AP,5/31/1998,1998,May,221.9
AP,6/30/1998,1998,Jun,207.2
AP,7/31/1998,1998,Jul,113.5
AP,8/31/1998,1998,Aug,88.2
AP,9/30/1998,1998,Sep,3.2
AP,10/31/1998,1998,Oct,4.1
AP,11/30/1998,1998,Nov,143.2
AP,12/31/1998,1998,Dec,214.6
AP,1/31/1999,1999,Jan,320
AP,2/28/1999,1999,Feb,424.5
AP,3/31/1999,1999,Mar,484.7
AP,4/30/1999,1999,Apr,357.2
AP,5/31/1999,1999,May,306.4
AP,6/30/1999,1999,Jun,246.5
AP,7/31/1999,1999,Jul,171.5
AP,8/31/1999,1999,Aug,147.4
AP,9/30/1999,1999,Sep,37.7
AP,10/31/1999,1999,Oct,12.9
AP,11/30/1999,1999,Nov,10.4
AP,12/31/1999,1999,Dec,188.1
AP,1/31/2000,2000,Jan,309.6
AP,2/29/2000,2000,Feb,294.1
AP,3/31/2000,2000,Mar,443.1
AP,4/30/2000,2000,Apr,362.7
AP,5/31/2000,2000,May,465.1
AP,6/30/2000,2000,Jun,265.5
AP,7/31/2000,2000,Jul,303.6
AP,8/31/2000,2000,Aug,88
AP,9/30/2000,2000,Sep,59.1
AP,10/31/2000,2000,Oct,26.6
AP,11/30/2000,2000,Nov,42.3
AP,12/31/2000,2000,Dec,42.1
AP,1/31/2001,2001,Jan,442.4
AP,2/28/2001,2001,Feb,331.8
AP,3/31/2001,2001,Mar,156.8
AP,4/30/2001,2001,Apr,271.6
AP,5/31/2001,2001,May,251.2
AP,6/30/2001,2001,Jun,352.2
AP,7/31/2001,2001,Jul,131.4
AP,8/31/2001,2001,Aug,24.3
AP,9/30/2001,2001,Sep,8
AP,10/31/2001,2001,Oct,46.3
AP,11/30/2001,2001,Nov,7.3
AP,12/31/2001,2001,Dec,90.5
AP,1/31/2002,2002,Jan,240.3
AP,2/28/2002,2002,Feb,364.7
AP,3/31/2002,2002,Mar,492.3
AP,4/30/2002,2002,Apr,383.6
AP,5/31/2002,2002,May,441.3
AP,6/30/2002,2002,Jun,231.4
AP,7/31/2002,2002,Jul,120.3
AP,8/31/2002,2002,Aug,59.9
AP,9/30/2002,2002,Sep,0.8
AP,10/31/2002,2002,Oct,0.8
AP,11/30/2002,2002,Nov,16.6
AP,12/31/2002,2002,Dec,136.1
AP,1/31/2003,2003,Jan,88
AP,2/28/2003,2003,Feb,365.3
AP,3/31/2003,2003,Mar,325.8
AP,4/30/2003,2003,Apr,274.5
AP,5/31/2003,2003,May,215.9
AP,6/30/2003,2003,Jun,166.7
AP,7/31/2003,2003,Jul,266
AP,8/31/2003,2003,Aug,20.2
AP,9/30/2003,2003,Sep,41.2
AP,10/31/2003,2003,Oct,17.2
AP,11/30/2003,2003,Nov,11.7
AP,12/31/2003,2003,Dec,128.8
AP,1/31/2004,2004,Jan,182.8
AP,2/29/2004,2004,Feb,679.2
AP,3/31/2004,2004,Mar,501.3
AP,4/30/2004,2004,Apr,356.2
AP,5/31/2004,2004,May,329.8
AP,6/30/2004,2004,Jun,174.9
AP,7/31/2004,2004,Jul,191.1
AP,8/31/2004,2004,Aug,146.1
AP,9/30/2004,2004,Sep,34.4
AP,10/31/2004,2004,Oct,0.4
AP,11/30/2004,2004,Nov,0
AP,12/31/2004,2004,Dec,105.1
AP,1/31/2005,2005,Jan,169.7
AP,2/28/2005,2005,Feb,455.8
AP,3/31/2005,2005,Mar,330.8
AP,4/30/2005,2005,Apr,282.6
AP,5/31/2005,2005,May,258.8
AP,6/30/2005,2005,Jun,210.4
AP,7/31/2005,2005,Jul,310.2
AP,8/31/2005,2005,Aug,116.8
AP,9/30/2005,2005,Sep,0.7
AP,10/31/2005,2005,Oct,41.6
AP,11/30/2005,2005,Nov,25.4
AP,12/31/2005,2005,Dec,388.7
AP,1/31/2006,2006,Jan,424.8
AP,2/28/2006,2006,Feb,312.5
AP,3/31/2006,2006,Mar,436.9
AP,4/30/2006,2006,Apr,203.8
AP,5/31/2006,2006,May,292.6
AP,6/30/2006,2006,Jun,412.6
AP,7/31/2006,2006,Jul,264.6
AP,8/31/2006,2006,Aug,100.8
AP,9/30/2006,2006,Sep,45.4
AP,10/31/2006,2006,Oct,11
AP,11/30/2006,2006,Nov,144.9
AP,12/31/2006,2006,Dec,170.1
AP,1/31/2007,2007,Jan,64.6
AP,2/28/2007,2007,Feb,209.8
AP,3/31/2007,2007,Mar,509.6
AP,4/30/2007,2007,Apr,550.9
AP,5/31/2007,2007,May,336.8
AP,6/30/2007,2007,Jun,234.9
AP,7/31/2007,2007,Jul,232.6
AP,8/31/2007,2007,Aug,165.1
AP,9/30/2007,2007,Sep,19.1
AP,10/31/2007,2007,Oct,59.5
AP,11/30/2007,2007,Nov,3.3
AP,12/31/2007,2007,Dec,309.1
AP,1/31/2008,2008,Jan,239.8
AP,2/29/2008,2008,Feb,268.7
AP,3/31/2008,2008,Mar,376.3
AP,4/30/2008,2008,Apr,334.3
AP,5/31/2008,2008,May,261.6
AP,6/30/2008,2008,Jun,192.1
AP,7/31/2008,2008,Jul,172.6
AP,8/31/2008,2008,Aug,30.6
AP,9/30/2008,2008,Sep,25.2
AP,10/31/2008,2008,Oct,89.7
AP,11/30/2008,2008,Nov,15.8
AP,12/31/2008,2008,Dec,346.6
AP,1/31/2009,2009,Jan,339.2
AP,2/28/2009,2009,Feb,522.7
AP,3/31/2009,2009,Mar,316.2
AP,4/30/2009,2009,Apr,363.7
AP,5/31/2009,2009,May,317.2
AP,6/30/2009,2009,Jun,286.2
AP,7/31/2009,2009,Jul,150.9
AP,8/31/2009,2009,Aug,67
AP,9/30/2009,2009,Sep,1.1
AP,10/31/2009,2009,Oct,9.2
AP,11/30/2009,2009,Nov,0.2
AP,12/31/2009,2009,Dec,134.4
AP,1/31/2010,2010,Jan,281.2
AP,2/28/2010,2010,Feb,206.9
AP,3/31/2010,2010,Mar,214.7
AP,4/30/2010,2010,Apr,401.9
AP,5/31/2010,2010,May,345.6
AP,6/30/2010,2010,Jun,286.7
AP,7/31/2010,2010,Jul,115.4
AP,8/31/2010,2010,Aug,155.3
AP,9/30/2010,2010,Sep,33.6
AP,10/31/2010,2010,Oct,91.8
AP,11/30/2010,2010,Nov,79.6
AP,12/31/2010,2010,Dec,202.9
AP,1/31/2011,2011,Jan,253.9
AP,2/28/2011,2011,Feb,371.6
AP,3/31/2011,2011,Mar,456.2
AP,4/30/2011,2011,Apr,242.2
AP,5/31/2011,2011,May,377.4
AP,6/30/2011,2011,Jun,270
AP,7/31/2011,2011,Jul,325.4
AP,8/31/2011,2011,Aug,95.2
AP,9/30/2011,2011,Sep,0.1
AP,10/31/2011,2011,Oct,129.7
AP,11/30/2011,2011,Nov,28.4
AP,12/31/2011,2011,Dec,7.6
AP,1/31/2012,2012,Jan,206.6
AP,2/29/2012,2012,Feb,381.6
AP,3/31/2012,2012,Mar,465.9
AP,4/30/2012,2012,Apr,273.7
AP,5/31/2012,2012,May,256.9
AP,6/30/2012,2012,Jun,130.2
AP,7/31/2012,2012,Jul,214
AP,8/31/2012,2012,Aug,77.2
AP,9/30/2012,2012,Sep,10
AP,10/31/2012,2012,Oct,9.6
AP,11/30/2012,2012,Nov,16.4
AP,12/31/2012,2012,Dec,111.2
AP,1/31/2013,2013,Jan,328.8
AP,2/28/2013,2013,Feb,427.4
AP,3/31/2013,2013,Mar,387.7
AP,4/30/2013,2013,Apr,516.5
AP,5/31/2013,2013,May,461.2
AP,6/30/2013,2013,Jun,179.7
AP,7/31/2013,2013,Jul,251.7
AP,8/31/2013,2013,Aug,160.5
AP,9/30/2013,2013,Sep,18
AP,10/31/2013,2013,Oct,16.3
AP,11/30/2013,2013,Nov,26.3
AP,12/31/2013,2013,Dec,78.5
AP,1/31/2014,2014,Jan,170.2
AP,2/28/2014,2014,Feb,494.1
AP,3/31/2014,2014,Mar,335.8
AP,4/30/2014,2014,Apr,452.3
AP,5/31/2014,2014,May,271.1
AP,6/30/2014,2014,Jun,428.9
AP,7/31/2014,2014,Jul,155.3
AP,8/31/2014,2014,Aug,91.3
AP,9/30/2014,2014,Sep,78.8
AP,10/31/2014,2014,Oct,15.6
AP,11/30/2014,2014,Nov,2.5
AP,12/31/2014,2014,Dec,32.8
AP,1/31/2015,2015,Jan,174.9
AP,2/28/2015,2015,Feb,249.7
AP,3/31/2015,2015,Mar,554.2
AP,4/30/2015,2015,Apr,584.5
AP,5/31/2015,2015,May,375.9
AP,6/30/2015,2015,Jun,256.7
AP,7/31/2015,2015,Jul,114.2
AP,8/31/2015,2015,Aug,85.1
AP,9/30/2015,2015,Sep,0
AP,10/31/2015,2015,Oct,0
AP,11/30/2015,2015,Nov,0
AP,12/31/2015,2015,Dec,26.6
AP,1/31/2016,2016,Jan,116.3
AP,2/29/2016,2016,Feb,528.2
AP,3/31/2016,2016,Mar,476.4
AP,4/30/2016,2016,Apr,491.6
AP,5/31/2016,2016,May,155.8
AP,6/30/2016,2016,Jun,203
AP,7/31/2016,2016,Jul,163.9
AP,8/31/2016,2016,Aug,53.7
AP,9/30/2016,2016,Sep,26.1
AP,10/31/2016,2016,Oct,0.2
AP,12/31/2016,2016,Dec,274.8
AP,1/31/2017,2017,Jan,219.8
AP,2/28/2017,2017,Feb,416.1
AP,3/31/2017,2017,Mar,421.1
AP,4/30/2017,2017,Apr,259.6
AP,5/31/2017,2017,May,214.7
AP,6/30/2017,2017,Jun,234.2
AP,7/31/2017,2017,Jul,242.1
AP,8/31/2017,2017,Aug,59.8
AP,9/30/2017,2017,Sep,70.7
AP,10/31/2017,2017,Oct,0
AP,11/30/2017,2017,Nov,1.3
BA,1/31/1998,1998,Jan,63.6
BA,2/28/1998,1998,Feb,55.6
BA,3/31/1998,1998,Mar,117.2
BA,4/30/1998,1998,Apr,206
BA,5/31/1998,1998,May,250.9
BA,6/30/1998,1998,Jun,358.3
BA,7/31/1998,1998,Jul,306.5
BA,8/31/1998,1998,Aug,155.4
BA,9/30/1998,1998,Sep,63.9
BA,10/31/1998,1998,Oct,111.8
BA,11/30/1998,1998,Nov,65.3
BA,12/31/1998,1998,Dec,34.5
BA,1/31/1999,1999,Jan,99.3
BA,2/28/1999,1999,Feb,102.9
BA,3/31/1999,1999,Mar,313.9
BA,4/30/1999,1999,Apr,376.6
BA,5/31/1999,1999,May,376.9
BA,6/30/1999,1999,Jun,185
BA,7/31/1999,1999,Jul,225
BA,8/31/1999,1999,Aug,323.5
BA,9/30/1999,1999,Sep,141.2
BA,10/31/1999,1999,Oct,163.9
BA,11/30/1999,1999,Nov,275.5
BA,12/31/1999,1999,Dec,94.2
BA,1/31/2000,2000,Jan,29.5
BA,2/29/2000,2000,Feb,85.3
BA,3/31/2000,2000,Mar,191.9
BA,4/30/2000,2000,Apr,365.4
BA,5/31/2000,2000,May,248.5
BA,6/30/2000,2000,Jun,310.5
BA,7/31/2000,2000,Jul,201.1
BA,8/31/2000,2000,Aug,136.2
BA,9/30/2000,2000,Sep,161.6
BA,10/31/2000,2000,Oct,15.9
BA,11/30/2000,2000,Nov,74.3
BA,12/31/2000,2000,Dec,88
BA,1/31/2001,2001,Jan,95.2
BA,2/28/2001,2001,Feb,28.6
BA,3/31/2001,2001,Mar,264.1
BA,4/30/2001,2001,Apr,103.5
BA,5/31/2001,2001,May,199.2
BA,6/30/2001,2001,Jun,195.9
BA,7/31/2001,2001,Jul,220.3
BA,8/31/2001,2001,Aug,149.7
BA,9/30/2001,2001,Sep,190.8
BA,10/31/2001,2001,Oct,202.3
BA,11/30/2001,2001,Nov,30.3
BA,12/31/2001,2001,Dec,97.4
BA,1/31/2002,2002,Jan,252.4
BA,2/28/2002,2002,Feb,102.8
BA,3/31/2002,2002,Mar,98.7
BA,4/30/2002,2002,Apr,69.3
BA,5/31/2002,2002,May,351.6
BA,6/30/2002,2002,Jun,209.2
BA,7/31/2002,2002,Jul,254.8
BA,8/31/2002,2002,Aug,162.8
BA,9/30/2002,2002,Sep,258.8
BA,10/31/2002,2002,Oct,16
BA,11/30/2002,2002,Nov,25.2
BA,12/31/2002,2002,Dec,22.7
BA,1/31/2003,2003,Jan,26.7
BA,2/28/2003,2003,Feb,97.3
BA,3/31/2003,2003,Mar,206.3
BA,4/30/2003,2003,Apr,186.8
BA,5/31/2003,2003,May,550.5
BA,6/30/2003,2003,Jun,237.5
BA,7/31/2003,2003,Jul,186.5
BA,8/31/2003,2003,Aug,136.7
BA,9/30/2003,2003,Sep,168.7
BA,10/31/2003,2003,Oct,69.2
BA,11/30/2003,2003,Nov,132.8
BA,12/31/2003,2003,Dec,15.2
BA,1/31/2004,2004,Jan,319.4
BA,2/29/2004,2004,Feb,165.3
BA,3/31/2004,2004,Mar,121.9
BA,4/30/2004,2004,Apr,278.4
BA,5/31/2004,2004,May,159.5
BA,6/30/2004,2004,Jun,326.3
BA,7/31/2004,2004,Jul,218.4
BA,8/31/2004,2004,Aug,129.5
BA,9/30/2004,2004,Sep,40.5
BA,10/31/2004,2004,Oct,82
BA,11/30/2004,2004,Nov,167.6
BA,12/31/2004,2004,Dec,10.9
BA,1/31/2005,2005,Jan,42.9
BA,2/28/2005,2005,Feb,349.4
BA,3/31/2005,2005,Mar,349.4
BA,4/30/2005,2005,Apr,415
BA,5/31/2005,2005,May,198.2
BA,6/30/2005,2005,Jun,421.1
BA,7/31/2005,2005,Jul,204.1
BA,8/31/2005,2005,Aug,117.1
BA,9/30/2005,2005,Sep,50.6
BA,10/31/2005,2005,Oct,32.9
BA,11/30/2005,2005,Nov,72.8
BA,12/31/2005,2005,Dec,75.5
BA,1/31/2006,2006,Jan,40.1
BA,2/28/2006,2006,Feb,7.1
BA,3/31/2006,2006,Mar,35.9
BA,4/30/2006,2006,Apr,587.4
BA,5/31/2006,2006,May,396.5
BA,6/30/2006,2006,Jun,401.4
BA,7/31/2006,2006,Jul,91.7
BA,8/31/2006,2006,Aug,122.7
BA,9/30/2006,2006,Sep,126.9
BA,10/31/2006,2006,Oct,258.9
BA,11/30/2006,2006,Nov,220
BA,12/31/2006,2006,Dec,30.3
BA,1/31/2007,2007,Jan,20
BA,2/28/2007,2007,Feb,282.6
BA,3/31/2007,2007,Mar,86.8
BA,4/30/2007,2007,Apr,143.2
BA,5/31/2007,2007,May,211.2
BA,6/30/2007,2007,Jun,134
BA,7/31/2007,2007,Jul,130.4
BA,8/31/2007,2007,Aug,109
BA,9/30/2007,2007,Sep,85.8
BA,10/31/2007,2007,Oct,78.9
BA,11/30/2007,2007,Nov,19.1
BA,12/31/2007,2007,Dec,18.8
BA,1/31/2008,2008,Jan,17.8
BA,2/29/2008,2008,Feb,183.8
BA,3/31/2008,2008,Mar,149.3
BA,4/30/2008,2008,Apr,154.3
BA,5/31/2008,2008,May,203.6
BA,6/30/2008,2008,Jun,178.2
BA,7/31/2008,2008,Jul,149.1
BA,8/31/2008,2008,Aug,58.7
BA,9/30/2008,2008,Sep,37.8
BA,10/31/2008,2008,Oct,31.7
BA,11/30/2008,2008,Nov,78.4
BA,12/31/2008,2008,Dec,103.5
BA,1/31/2009,2009,Jan,30.3
BA,2/28/2009,2009,Feb,122.1
BA,3/31/2009,2009,Mar,25.6
BA,4/30/2009,2009,Apr,506.6
BA,5/31/2009,2009,May,549.3
BA,6/30/2009,2009,Jun,155.1
BA,7/31/2009,2009,Jul,158.9
BA,8/31/2009,2009,Aug,93.8
BA,9/30/2009,2009,Sep,56.1
BA,10/31/2009,2009,Oct,162.4
BA,11/30/2009,2009,Nov,48.1
BA,12/31/2009,2009,Dec,5.8
BA,1/31/2010,2010,Jan,78.5
BA,2/28/2010,2010,Feb,19.2
BA,3/31/2010,2010,Mar,122.8
BA,4/30/2010,2010,Apr,448.8
BA,5/31/2010,2010,May,243.8
BA,6/30/2010,2010,Jun,96.6
BA,7/31/2010,2010,Jul,492.5
BA,8/31/2010,2010,Aug,176.3
BA,9/30/2010,2010,Sep,55.8
BA,10/31/2010,2010,Oct,56.7
BA,11/30/2010,2010,Nov,27.2
BA,12/31/2010,2010,Dec,102.5
BA,1/31/2011,2011,Jan,170.3
BA,2/28/2011,2011,Feb,46.2
BA,3/31/2011,2011,Mar,200.7
BA,4/30/2011,2011,Apr,331
BA,5/31/2011,2011,May,304.2
BA,6/30/2011,2011,Jun,277.7
BA,7/31/2011,2011,Jul,57.6
BA,8/31/2011,2011,Aug,91.3
BA,9/30/2011,2011,Sep,62
BA,10/31/2011,2011,Oct,208.5
BA,11/30/2011,2011,Nov,319.2
BA,12/31/2011,2011,Dec,100.7
BA,1/31/2012,2012,Jan,35.7
BA,2/29/2012,2012,Feb,70.9
BA,3/31/2012,2012,Mar,74.7
BA,4/30/2012,2012,Apr,48.8
BA,5/31/2012,2012,May,411.5
BA,6/30/2012,2012,Jun,170.2
BA,7/31/2012,2012,Jul,162.5
BA,8/31/2012,2012,Aug,137.4
BA,9/30/2012,2012,Sep,30.7
BA,10/31/2012,2012,Oct,73.6
BA,11/30/2012,2012,Nov,35.5
BA,12/31/2012,2012,Dec,10.7
BA,1/31/2013,2013,Jan,36.2
BA,2/28/2013,2013,Feb,28.6
BA,3/31/2013,2013,Mar,38.4
BA,4/30/2013,2013,Apr,230.8
BA,5/31/2013,2013,May,231.1
BA,6/30/2013,2013,Jun,308.4
BA,7/31/2013,2013,Jul,198
BA,8/31/2013,2013,Aug,211.2
BA,9/30/2013,2013,Sep,109.4
BA,10/31/2013,2013,Oct,208.6
BA,11/30/2013,2013,Nov,209.2
BA,12/31/2013,2013,Dec,158.2
BA,1/31/2014,2014,Jan,48.3
BA,2/28/2014,2014,Feb,142.7
BA,3/31/2014,2014,Mar,128.8
BA,4/30/2014,2014,Apr,107.1
BA,5/31/2014,2014,May,247.2
BA,6/30/2014,2014,Jun,240.6
BA,7/31/2014,2014,Jul,198.9
BA,8/31/2014,2014,Aug,60.2
BA,9/30/2014,2014,Sep,92.7
BA,10/31/2014,2014,Oct,27.7
BA,11/30/2014,2014,Nov,58
BA,12/31/2014,2014,Dec,194.2
BA,1/31/2015,2015,Jan,51.3
BA,2/28/2015,2015,Feb,89.6
BA,3/31/2015,2015,Mar,31.3
BA,4/30/2015,2015,Apr,394.2
BA,5/31/2015,2015,May,639
BA,6/30/2015,2015,Jun,352.4
BA,7/31/2015,2015,Jul,184
BA,8/31/2015,2015,Aug,87.5
BA,9/30/2015,2015,Sep,27.6
BA,10/31/2015,2015,Oct,16.6
BA,11/30/2015,2015,Nov,3.2
BA,12/31/2015,2015,Dec,15.7
BA,1/31/2016,2016,Jan,162.5
BA,2/29/2016,2016,Feb,40.5
BA,3/31/2016,2016,Mar,65.5
BA,4/30/2016,2016,Apr,68.7
BA,5/31/2016,2016,May,242.2
BA,6/30/2016,2016,Jun,126.2
BA,7/31/2016,2016,Jul,91.5
BA,8/31/2016,2016,Aug,180.9
BA,9/30/2016,2016,Sep,122.3
BA,10/31/2016,2016,Oct,74.7
BA,11/30/2016,2016,Nov,54.5
BA,12/31/2016,2016,Dec,53.3
BA,1/31/2017,2017,Jan,23.5
BA,2/28/2017,2017,Feb,95.8
BA,3/31/2017,2017,Mar,181.1
BA,4/30/2017,2017,Apr,152
BA,5/31/2017,2017,May,324.3
BA,6/30/2017,2017,Jun,105.7
BA,7/31/2017,2017,Jul,228.4
BA,8/31/2017,2017,Aug,67
BA,9/30/2017,2017,Sep,126.1
BA,10/31/2017,2017,Oct,74
BA,11/30/2017,2017,Nov,77.3
CE,1/31/1998,1998,Jan,176.3
CE,2/28/1998,1998,Feb,55.6
CE,3/31/1998,1998,Mar,385.1
CE,4/30/1998,1998,Apr,182.3
CE,5/31/1998,1998,May,74.2
CE,6/30/1998,1998,Jun,7.2
CE,7/31/1998,1998,Jul,33.1
CE,8/31/1998,1998,Aug,28.3
CE,9/30/1998,1998,Sep,5.2
CE,10/31/1998,1998,Oct,9.1
CE,11/30/1998,1998,Nov,2.4
CE,12/31/1998,1998,Dec,17.7
CE,1/31/1999,1999,Jan,59.3
CE,2/28/1999,1999,Feb,166
CE,3/31/1999,1999,Mar,237.4
CE,4/30/1999,1999,Apr,328.3
CE,5/31/1999,1999,May,361.2
CE,6/30/1999,1999,Jun,43.2
CE,7/31/1999,1999,Jul,10.4
CE,8/31/1999,1999,Aug,5.5
CE,9/30/1999,1999,Sep,49.9
CE,10/31/1999,1999,Oct,8.6
CE,11/30/1999,1999,Nov,9.5
CE,12/31/1999,1999,Dec,45.1
CE,1/31/2000,2000,Jan,246.9
CE,2/29/2000,2000,Feb,161
CE,3/31/2000,2000,Mar,323.9
CE,4/30/2000,2000,Apr,507.1
CE,5/31/2000,2000,May,203.4
CE,6/30/2000,2000,Jun,83.3
CE,7/31/2000,2000,Jul,114.1
CE,8/31/2000,2000,Aug,150.6
CE,9/30/2000,2000,Sep,147.4
CE,4/30/2001,2001,Apr,758.5
CE,9/30/2001,2001,Sep,1.2
CE,10/31/2001,2001,Oct,6.3
CE,11/30/2001,2001,Nov,0
CE,12/31/2001,2001,Dec,58.8
CE,1/31/2002,2002,Jan,287.5
CE,2/28/2002,2002,Feb,88.3
CE,3/31/2002,2002,Mar,344.3
CE,4/30/2002,2002,Apr,505.2
CE,5/31/2002,2002,May,196.9
CE,6/30/2002,2002,Jun,190
CE,7/31/2002,2002,Jul,119.8
CE,8/31/2002,2002,Aug,14.2
CE,9/30/2002,2002,Sep,9.1
CE,10/31/2002,2002,Oct,40.3
CE,11/30/2002,2002,Nov,20
CE,12/31/2002,2002,Dec,4.3
CE,1/31/2003,2003,Jan,151
CE,2/28/2003,2003,Feb,255.3
CE,3/31/2003,2003,Mar,547.9
CE,4/30/2003,2003,Apr,498.8
CE,5/31/2003,2003,May,331.6
CE,6/30/2003,2003,Jun,181.6
CE,7/31/2003,2003,Jul,16.8
CE,8/31/2003,2003,Aug,12.5
CE,9/30/2003,2003,Sep,9.2
CE,10/31/2003,2003,Oct,4.4
CE,11/30/2003,2003,Nov,19.1
CE,12/31/2003,2003,Dec,40.1
CE,1/31/2004,2004,Jan,447.2
CE,2/29/2004,2004,Feb,356.1
CE,3/31/2004,2004,Mar,515.8
CE,4/30/2004,2004,Apr,106.5
CE,5/31/2004,2004,May,64.2
CE,6/30/2004,2004,Jun,263.4
CE,7/31/2004,2004,Jul,109
CE,8/31/2004,2004,Aug,11.3
CE,9/30/2004,2004,Sep,24.6
CE,10/31/2004,2004,Oct,2.4
CE,11/30/2004,2004,Nov,1.5
CE,12/31/2004,2004,Dec,26.3
CE,1/31/2005,2005,Jan,9.5
CE,2/28/2005,2005,Feb,109.3
CE,3/31/2005,2005,Mar,193.8
CE,4/30/2005,2005,Apr,205.8
CE,5/31/2005,2005,May,365.8
CE,6/30/2005,2005,Jun,162
CE,7/31/2005,2005,Jul,49.4
CE,8/31/2005,2005,Aug,15.1
CE,9/30/2005,2005,Sep,1.7
CE,10/31/2005,2005,Oct,0.4
CE,11/30/2005,2005,Nov,0.8
CE,12/31/2005,2005,Dec,24.6
CE,1/31/2006,2006,Jan,42.8
CE,2/28/2006,2006,Feb,105.5
CE,3/31/2006,2006,Mar,207.7
CE,4/30/2006,2006,Apr,574.5
CE,5/31/2006,2006,May,506.4
CE,6/30/2006,2006,Jun,178.7
CE,7/31/2006,2006,Jul,41.6
CE,8/31/2006,2006,Aug,15.9
CE,9/30/2006,2006,Sep,11.7
CE,10/31/2006,2006,Oct,6.1
CE,11/30/2006,2006,Nov,7.4
CE,12/31/2006,2006,Dec,7.6
CE,1/31/2007,2007,Jan,37.3
CE,2/28/2007,2007,Feb,329
CE,3/31/2007,2007,Mar,340.5
CE,4/30/2007,2007,Apr,359.4
CE,5/31/2007,2007,May,179.5
CE,6/30/2007,2007,Jun,67.9
CE,7/31/2007,2007,Jul,56.7
CE,8/31/2007,2007,Aug,0.8
CE,9/30/2007,2007,Sep,2.9
CE,10/31/2007,2007,Oct,0.9
CE,11/30/2007,2007,Nov,3.9
CE,12/31/2007,2007,Dec,76.2
CE,1/31/2008,2008,Jan,278.4
CE,2/29/2008,2008,Feb,62.7
CE,3/31/2008,2008,Mar,316.4
CE,4/30/2008,2008,Apr,483.2
CE,5/31/2008,2008,May,288.6
CE,6/30/2008,2008,Jun,94.7
CE,7/31/2008,2008,Jul,10.5
CE,8/31/2008,2008,Aug,54.9
CE,9/30/2008,2008,Sep,0
CE,10/31/2008,2008,Oct,2
CE,11/30/2008,2008,Nov,2.9
CE,12/31/2008,2008,Dec,8
CE,1/31/2009,2009,Jan,162
CE,2/28/2009,2009,Feb,307
CE,3/31/2009,2009,Mar,479.5
CE,4/30/2009,2009,Apr,561
CE,5/31/2009,2009,May,305.8
CE,6/30/2009,2009,Jun,252.6
CE,7/31/2009,2009,Jul,208.8
CE,8/31/2009,2009,Aug,41.3
CE,9/30/2009,2009,Sep,3.4
CE,10/31/2009,2009,Oct,7.5
CE,11/30/2009,2009,Nov,7
CE,12/31/2009,2009,Dec,23.6
CE,1/31/2010,2010,Jan,70.9
CE,2/28/2010,2010,Feb,76.2
CE,3/31/2010,2010,Mar,234.7
CE,4/30/2010,2010,Apr,310
CE,5/31/2010,2010,May,176.7
CE,6/30/2010,2010,Jun,90.1
CE,7/31/2010,2010,Jul,54.2
CE,8/31/2010,2010,Aug,3.1
CE,9/30/2010,2010,Sep,0
CE,10/31/2010,2010,Oct,3.8
CE,11/30/2010,2010,Nov,13.2
CE,12/31/2010,2010,Dec,76.4
CE,1/31/2011,2011,Jan,668.3
CE,2/28/2011,2011,Feb,308.6
CE,3/31/2011,2011,Mar,375.6
CE,4/30/2011,2011,Apr,387.3
CE,5/31/2011,2011,May,160
CE,6/30/2011,2011,Jun,141.4
CE,7/31/2011,2011,Jul,123.2
CE,8/31/2011,2011,Aug,24.4
CE,9/30/2011,2011,Sep,0
CE,10/31/2011,2011,Oct,32.8
CE,11/30/2011,2011,Nov,24.4
CE,12/31/2011,2011,Dec,14.9
CE,1/31/2012,2012,Jan,48.2
CE,2/29/2012,2012,Feb,210
CE,3/31/2012,2012,Mar,302.4
CE,4/30/2012,2012,Apr,152.1
CE,5/31/2012,2012,May,143
CE,6/30/2012,2012,Jun,140.2
CE,7/31/2012,2012,Jul,6.3
CE,8/31/2012,2012,Aug,0
CE,9/30/2012,2012,Sep,2.1
CE,10/31/2012,2012,Oct,11.3
CE,11/30/2012,2012,Nov,3.7
CE,12/31/2012,2012,Dec,14
CE,1/31/2013,2013,Jan,46.7
CE,2/28/2013,2013,Feb,109.5
CE,3/31/2013,2013,Mar,72.7
CE,4/30/2013,2013,Apr,154.6
CE,5/31/2013,2013,May,144.3
CE,6/30/2013,2013,Jun,217.9
CE,7/31/2013,2013,Jul,87
