Ano,State,Month,Number,Date
2012,MA,Mar,49,1/1/2012
2013,MA,Mar,30,1/1/2013
2014,MA,Mar,59,1/1/2014
2015,MA,Mar,53,1/1/2015
2016,MA,Mar,113,1/1/2016
2017,MA,Mar,32,1/1/2017
1998,MA,Apr,0,1/1/1998
1999,MA,Apr,4,1/1/1999
2000,MA,Apr,6,1/1/2000
2001,MA,Apr,2,1/1/2001
2002,MA,Apr,28,1/1/2002
2003,MA,Apr,79,1/1/2003
2004,MA,Apr,44,1/1/2004
2005,MA,Apr,43,1/1/2005
2006,MA,Apr,9,1/1/2006
2007,MA,Apr,5,1/1/2007
2008,MA,Apr,26,1/1/2008
2009,MA,Apr,14,1/1/2009
2010,MA,Apr,128,1/1/2010
2011,MA,Apr,37,1/1/2011
2012,MA,Apr,97,1/1/2012
2013,MA,Apr,62,1/1/2013
2014,MA,Apr,78,1/1/2014
2015,MA,Apr,119,1/1/2015
2016,MA,Apr,113,1/1/2016
2017,MA,Apr,91,1/1/2017
1998,MA,May,0,1/1/1998
1999,MA,May,3,1/1/1999
2000,MA,May,28,1/1/2000
2001,MA,May,21,1/1/2001
2002,MA,May,71,1/1/2002
2003,MA,May,60,1/1/2003
2004,MA,May,145,1/1/2004
2005,MA,May,74,1/1/2005
2006,MA,May,5,1/1/2006
2007,MA,May,73,1/1/2007
2008,MA,May,26,1/1/2008
2009,MA,May,19,1/1/2009
2010,MA,May,273,1/1/2010
2011,MA,May,73,1/1/2011
2012,MA,May,286,1/1/2012
2013,MA,May,100,1/1/2013
2014,MA,May,148,1/1/2014
2015,MA,May,194,1/1/2015
2016,MA,May,206,1/1/2016
2017,MA,May,142,1/1/2017
1998,MA,Jun,78,1/1/1998
1999,MA,Jun,32,1/1/1999
2000,MA,Jun,94,1/1/2000
2001,MA,Jun,100,1/1/2001
2002,MA,Jun,230,1/1/2002
2003,MA,Jun,338,1/1/2003
2004,MA,Jun,706,1/1/2004
2005,MA,Jun,529,1/1/2005
2006,MA,Jun,131,1/1/2006
2007,MA,Jun,515,1/1/2007
2008,MA,Jun,235,1/1/2008
2009,MA,Jun,279,1/1/2009
2010,MA,Jun,494,1/1/2010
2011,MA,Jun,602,1/1/2011
2012,MA,Jun,915,1/1/2012
2013,MA,Jun,498,1/1/2013
2014,MA,Jun,812,1/1/2014
2015,MA,Jun,887,1/1/2015
2016,MA,Jun,709,1/1/2016
2017,MA,Jun,885,1/1/2017
1998,MA,Jul,274,1/1/1998
1999,MA,Jul,258,1/1/1999
2000,MA,Jul,233,1/1/2000
2001,MA,Jul,549,1/1/2001
2002,MA,Jul,1.271,1/1/2002
2003,MA,Jul,1.103,1/1/2003
2004,MA,Jul,1.366,1/1/2004
2005,MA,Jul,1.152,1/1/2005
2006,MA,Jul,512,1/1/2006
2007,MA,Jul,1.205,1/1/2007
2008,MA,Jul,502,1/1/2008
2009,MA,Jul,972,1/1/2009
2010,MA,Jul,2.323,1/1/2010
2011,MA,Jul,1.024,1/1/2011
2012,MA,Jul,3.548,1/1/2012
2013,MA,Jul,1.111,1/1/2013
2014,MA,Jul,2.068,1/1/2014
2015,MA,Jul,1.642,1/1/2015
2016,MA,Jul,2.096,1/1/2016
2017,MA,Jul,2.521,1/1/2017
1998,MA,Aug,1.176,1/1/1998
1999,MA,Aug,895,1/1/1999
2000,MA,Aug,839,1/1/2000
2001,MA,Aug,2.037,1/1/2001
2002,MA,Aug,3.481,1/1/2002
2003,MA,Aug,2.023,1/1/2003
2004,MA,Aug,1.889,1/1/2004
2005,MA,Aug,2.239,1/1/2005
2006,MA,Aug,1.382,1/1/2006
2007,MA,Aug,8.409,1/1/2007
2008,MA,Aug,713,1/1/2008
2009,MA,Aug,1.766,1/1/2009
2010,MA,Aug,6.353,1/1/2010
2011,MA,Aug,2.138,1/1/2011
2012,MA,Aug,10.395,1/1/2012
2013,MA,Aug,2.098,1/1/2013
2014,MA,Aug,5.592,1/1/2014
2015,MA,Aug,5.428,1/1/2015
2016,MA,Aug,3.723,1/1/2016
2017,MA,Aug,3.875,1/1/2017
1998,MA,Sep,3.935,1/1/1998
1999,MA,Sep,1.739,1/1/1999
2000,MA,Sep,1.365,1/1/2000
2001,MA,Sep,4.618,1/1/2001
2002,MA,Sep,3.181,1/1/2002
2003,MA,Sep,5.878,1/1/2003
2004,MA,Sep,4.673,1/1/2004
2005,MA,Sep,6.292,1/1/2005
2006,MA,Sep,2.907,1/1/2006
2007,MA,Sep,8.524,1/1/2007
2008,MA,Sep,2.761,1/1/2008
2009,MA,Sep,2.404,1/1/2009
2010,MA,Sep,9.795,1/1/2010
2011,MA,Sep,4.632,1/1/2011
2012,MA,Sep,7.626,1/1/2012
2013,MA,Sep,3.88,1/1/2013
2014,MA,Sep,4.373,1/1/2014
2015,MA,Sep,6.423,1/1/2015
2016,MA,Sep,3.166,1/1/2016
2017,MA,Sep,14.825,1/1/2017
1998,MA,Oct,5.137,1/1/1998
1999,MA,Oct,3.208,1/1/1999
2000,MA,Oct,2.654,1/1/2000
2001,MA,Oct,6.661,1/1/2001
2002,MA,Oct,5.182,1/1/2002
2003,MA,Oct,6.085,1/1/2003
2004,MA,Oct,3.604,1/1/2004
2005,MA,Oct,6.472,1/1/2005
2006,MA,Oct,3.024,1/1/2006
2007,MA,Oct,4.772,1/1/2007
2008,MA,Oct,3.498,1/1/2008
2009,MA,Oct,1.861,1/1/2009
2010,MA,Oct,3.228,1/1/2010
2011,MA,Oct,2.404,1/1/2011
2012,MA,Oct,5,1/1/2012
2013,MA,Oct,2.918,1/1/2013
2014,MA,Oct,5.812,1/1/2014
2015,MA,Oct,6.746,1/1/2015
2016,MA,Oct,5.351,1/1/2016
2017,MA,Oct,6.011,1/1/2017
1998,MA,Nov,2.237,1/1/1998
1999,MA,Nov,1.494,1/1/1999
2000,MA,Nov,2.267,1/1/2000
2001,MA,Nov,3.525,1/1/2001
2002,MA,Nov,5.83,1/1/2002
2003,MA,Nov,4.929,1/1/2003
2004,MA,Nov,6.398,1/1/2004
2005,MA,Nov,4.769,1/1/2005
2006,MA,Nov,2.004,1/1/2006
2007,MA,Nov,2.297,1/1/2007
2008,MA,Nov,2.331,1/1/2008
2009,MA,Nov,5,1/1/2009
2010,MA,Nov,4.005,1/1/2010
2011,MA,Nov,2.261,1/1/2011
2012,MA,Nov,2.01,1/1/2012
2013,MA,Nov,2.529,1/1/2013
2014,MA,Nov,3.869,1/1/2014
2015,MA,Nov,4.35,1/1/2015
2016,MA,Nov,3.982,1/1/2016
2017,MA,Nov,2.3,1/1/2017
1998,MA,Dec,1.399,1/1/1998
1999,MA,Dec,1.001,1/1/1999
2000,MA,Dec,1.461,1/1/2000
2001,MA,Dec,1.296,1/1/2001
2002,MA,Dec,2.165,1/1/2002
2003,MA,Dec,2.424,1/1/2003
2004,MA,Dec,3.255,1/1/2004
2005,MA,Dec,1.66,1/1/2005
2006,MA,Dec,1.052,1/1/2006
2007,MA,Dec,800,1/1/2007
2008,MA,Dec,1.101,1/1/2008
2009,MA,Dec,1.768,1/1/2009
2010,MA,Dec,1.803,1/1/2010
2011,MA,Dec,1.629,1/1/2011
2012,MA,Dec,1.296,1/1/2012
2013,MA,Dec,2.692,1/1/2013
2014,MA,Dec,2.4,1/1/2014
2015,MA,Dec,3.706,1/1/2015
2016,MA,Dec,1.577,1/1/2016
1998,MT,Jan,0,1/1/1998
1999,MT,Jan,39,1/1/1999
2000,MT,Jan,44,1/1/2000
2001,MT,Jan,44,1/1/2001
2002,MT,Jan,172,1/1/2002
2003,MT,Jan,896,1/1/2003
2004,MT,Jan,301,1/1/2004
2005,MT,Jan,438,1/1/2005
2006,MT,Jan,947,1/1/2006
2007,MT,Jan,476,1/1/2007
2008,MT,Jan,245,1/1/2008
2009,MT,Jan,527,1/1/2009
2010,MT,Jan,298,1/1/2010
2011,MT,Jan,171,1/1/2011
2012,MT,Jan,166,1/1/2012
2013,MT,Jan,269,1/1/2013
2014,MT,Jan,315,1/1/2014
2015,MT,Jan,960,1/1/2015
2016,MT,Jan,374,1/1/2016
2017,MT,Jan,482,1/1/2017
1998,MT,Fev,0,1/1/1998
1999,MT,Fev,28,1/1/1999
2000,MT,Fev,35,1/1/2000
2001,MT,Fev,54,1/1/2001
2002,MT,Fev,22,1/1/2002
2003,MT,Fev,592,1/1/2003
2004,MT,Fev,272,1/1/2004
2005,MT,Fev,871,1/1/2005
2006,MT,Fev,383,1/1/2006
2007,MT,Fev,213,1/1/2007
2008,MT,Fev,180,1/1/2008
2009,MT,Fev,248,1/1/2009
2010,MT,Fev,431,1/1/2010
2011,MT,Fev,119,1/1/2011
2012,MT,Fev,193,1/1/2012
2013,MT,Fev,375,1/1/2013
2014,MT,Fev,199,1/1/2014
2015,MT,Fev,542,1/1/2015
2016,MT,Fev,1.05,1/1/2016
2017,MT,Fev,337,1/1/2017
1998,MT,Mar,0,1/1/1998
1999,MT,Mar,18,1/1/1999
2000,MT,Mar,60,1/1/2000
2001,MT,Mar,24,1/1/2001
2002,MT,Mar,103,1/1/2002
2003,MT,Mar,554,1/1/2003
2004,MT,Mar,743,1/1/2004
2005,MT,Mar,362,1/1/2005
2006,MT,Mar,448,1/1/2006
2007,MT,Mar,476,1/1/2007
2008,MT,Mar,180,1/1/2008
2009,MT,Mar,325,1/1/2009
2010,MT,Mar,605,1/1/2010
2011,MT,Mar,252,1/1/2011
2012,MT,Mar,423,1/1/2012
2013,MT,Mar,563,1/1/2013
2014,MT,Mar,655,1/1/2014
2015,MT,Mar,705,1/1/2015
2016,MT,Mar,1.085,1/1/2016
2017,MT,Mar,719,1/1/2017
1998,MT,Apr,0,1/1/1998
1999,MT,Apr,76,1/1/1999
2000,MT,Apr,59,1/1/2000
2001,MT,Apr,309,1/1/2001
2002,MT,Apr,641,1/1/2002
2003,MT,Apr,903,1/1/2003
2004,MT,Apr,441,1/1/2004
2005,MT,Apr,372,1/1/2005
2006,MT,Apr,161,1/1/2006
2007,MT,Apr,79,1/1/2007
2008,MT,Apr,274,1/1/2008
2009,MT,Apr,169,1/1/2009
2010,MT,Apr,769,1/1/2010
2011,MT,Apr,345,1/1/2011
2012,MT,Apr,521,1/1/2012
2013,MT,Apr,338,1/1/2013
2014,MT,Apr,859,1/1/2014
2015,MT,Apr,947,1/1/2015
2016,MT,Apr,1.77,1/1/2016
2017,MT,Apr,606,1/1/2017
1998,MT,May,0,1/1/1998
1999,MT,May,731,1/1/1999
2000,MT,May,1.194,1/1/2000
2001,MT,May,1.193,1/1/2001
2002,MT,May,2.528,1/1/2002
2003,MT,May,942,1/1/2003
2004,MT,May,2.413,1/1/2004
2005,MT,May,1.641,1/1/2005
2006,MT,May,269,1/1/2006
2007,MT,May,359,1/1/2007
2008,MT,May,119,1/1/2008
2009,MT,May,516,1/1/2009
2010,MT,May,1.313,1/1/2010
2011,MT,May,547,1/1/2011
2012,MT,May,812,1/1/2012
2013,MT,May,739,1/1/2013
2014,MT,May,933,1/1/2014
2015,MT,May,541,1/1/2015
2016,MT,May,1.081,1/1/2016
2017,MT,May,845,1/1/2017
1998,MT,Jun,2.201,1/1/1998
1999,MT,Jun,2.201,1/1/1999
2000,MT,Jun,4.358,1/1/2000
2001,MT,Jun,6.665,1/1/2001
2002,MT,Jun,7.878,1/1/2002
2003,MT,Jun,4.313,1/1/2003
2004,MT,Jun,9.813,1/1/2004
2005,MT,Jun,2.294,1/1/2005
2006,MT,Jun,856,1/1/2006
2007,MT,Jun,1.339,1/1/2007
2008,MT,Jun,403,1/1/2008
2009,MT,Jun,979,1/1/2009
2010,MT,Jun,1.025,1/1/2010
2011,MT,Jun,974,1/1/2011
2012,MT,Jun,1.651,1/1/2012
2013,MT,Jun,1.213,1/1/2013
2014,MT,Jun,1.795,1/1/2014
2015,MT,Jun,1.402,1/1/2015
2016,MT,Jun,1.417,1/1/2016
2017,MT,Jun,2.041,1/1/2017
1998,MT,Jul,3.712,1/1/1998
1999,MT,Jul,3.926,1/1/1999
2000,MT,Jul,1.338,1/1/2000
2001,MT,Jul,1.555,1/1/2001
2002,MT,Jul,5.661,1/1/2002
2003,MT,Jul,5.435,1/1/2003
2004,MT,Jul,11.517,1/1/2004
2005,MT,Jul,4.172,1/1/2005
2006,MT,Jul,1.941,1/1/2006
2007,MT,Jul,1.79,1/1/2007
2008,MT,Jul,1.117,1/1/2008
2009,MT,Jul,1.613,1/1/2009
2010,MT,Jul,3.442,1/1/2010
2011,MT,Jul,1.061,1/1/2011
2012,MT,Jul,2.008,1/1/2012
2013,MT,Jul,1.63,1/1/2013
2014,MT,Jul,2.255,1/1/2014
2015,MT,Jul,1.533,1/1/2015
2016,MT,Jul,3.495,1/1/2016
2017,MT,Jul,2.79,1/1/2017
1998,MT,Aug,15.406,1/1/1998
1999,MT,Aug,18.566,1/1/1999
2000,MT,Aug,6.063,1/1/2000
2001,MT,Aug,7.762,1/1/2001
2002,MT,Aug,14.086,1/1/2002
2003,MT,Aug,11.132,1/1/2003
2004,MT,Aug,13.603,1/1/2004
2005,MT,Aug,11.57,1/1/2005
2006,MT,Aug,6.218,1/1/2006
2007,MT,Aug,14.453,1/1/2007
2008,MT,Aug,2.875,1/1/2008
2009,MT,Aug,2.25,1/1/2009
2010,MT,Aug,14.608,1/1/2010
2011,MT,Aug,2.628,1/1/2011
2012,MT,Aug,6.195,1/1/2012
2013,MT,Aug,3.568,1/1/2013
2014,MT,Aug,7.167,1/1/2014
2015,MT,Aug,5.112,1/1/2015
2016,MT,Aug,6.228,1/1/2016
2017,MT,Aug,6.229,1/1/2017
1998,MT,Sep,10.363,1/1/1998
1999,MT,Sep,11.729,1/1/1999
2000,MT,Sep,6.251,1/1/2000
2001,MT,Sep,8.49,1/1/2001
2002,MT,Sep,11.034,1/1/2002
2003,MT,Sep,15.79,1/1/2003
2004,MT,Sep,24.994,1/1/2004
2005,MT,Sep,20.551,1/1/2005
2006,MT,Sep,12.661,1/1/2006
2007,MT,Sep,25.963,1/1/2007
2008,MT,Sep,7.965,1/1/2008
2009,MT,Sep,3.129,1/1/2009
2010,MT,Sep,18.366,1/1/2010
2011,MT,Sep,6.332,1/1/2011
2012,MT,Sep,10.344,1/1/2012
2013,MT,Sep,5.576,1/1/2013
2014,MT,Sep,7.081,1/1/2014
2015,MT,Sep,11.068,1/1/2015
2016,MT,Sep,8.98,1/1/2016
2017,MT,Sep,23.945,1/1/2017
1998,MT,Oct,2.707,1/1/1998
1999,MT,Oct,6.109,1/1/1999
2000,MT,Oct,6.062,1/1/2000
2001,MT,Oct,6.543,1/1/2001
2002,MT,Oct,9.375,1/1/2002
2003,MT,Oct,5.341,1/1/2003
2004,MT,Oct,9.295,1/1/2004
2005,MT,Oct,7.765,1/1/2005
2006,MT,Oct,2.327,1/1/2006
2007,MT,Oct,4.89,1/1/2007
2008,MT,Oct,6.326,1/1/2008
2009,MT,Oct,2.579,1/1/2009
2010,MT,Oct,4.465,1/1/2010
2011,MT,Oct,2.01,1/1/2011
2012,MT,Oct,2.837,1/1/2012
2013,MT,Oct,1.986,1/1/2013
2014,MT,Oct,5.281,1/1/2014
2015,MT,Oct,6.49,1/1/2015
2016,MT,Oct,2.749,1/1/2016
2017,MT,Oct,4.8,1/1/2017
1998,MT,Nov,182,1/1/1998
1999,MT,Nov,842,1/1/1999
2000,MT,Nov,502,1/1/2000
2001,MT,Nov,373,1/1/2001
2002,MT,Nov,2.905,1/1/2002
2003,MT,Nov,2.097,1/1/2003
2004,MT,Nov,2.405,1/1/2004
2005,MT,Nov,1.368,1/1/2005
2006,MT,Nov,1.031,1/1/2006
2007,MT,Nov,299,1/1/2007
2008,MT,Nov,190,1/1/2008
2009,MT,Nov,588,1/1/2009
2010,MT,Nov,768,1/1/2010
2011,MT,Nov,1.103,1/1/2011
2012,MT,Nov,375,1/1/2012
2013,MT,Nov,1.064,1/1/2013
2014,MT,Nov,1.018,1/1/2014
2015,MT,Nov,1.93,1/1/2015
2016,MT,Nov,918,1/1/2016
2017,MT,Nov,813,1/1/2017
1998,MT,Dec,76,1/1/1998
1999,MT,Dec,47,1/1/1999
2000,MT,Dec,98,1/1/2000
2001,MT,Dec,37,1/1/2001
2002,MT,Dec,1.157,1/1/2002
2003,MT,Dec,1.622,1/1/2003
2004,MT,Dec,1.217,1/1/2004
2005,MT,Dec,246,1/1/2005
2006,MT,Dec,23,1/1/2006
2007,MT,Dec,81,1/1/2007
2008,MT,Dec,159,1/1/2008
2009,MT,Dec,171,1/1/2009
2010,MT,Dec,846,1/1/2010
2011,MT,Dec,431,1/1/2011
2012,MT,Dec,492,1/1/2012
2013,MT,Dec,447,1/1/2013
2014,MT,Dec,466,1/1/2014
2015,MT,Dec,1.777,1/1/2015
2016,MT,Dec,425,1/1/2016
1998,MS,Jan,0,1/1/1998
1999,MS,Jan,239,1/1/1999
2000,MS,Jan,326,1/1/2000
2001,MS,Jan,97,1/1/2001
2002,MS,Jan,304,1/1/2002
2003,MS,Jan,182,1/1/2003
2004,MS,Jan,258,1/1/2004
2005,MS,Jan,59,1/1/2005
2006,MS,Jan,59,1/1/2006
2007,MS,Jan,19,1/1/2007
2008,MS,Jan,63,1/1/2008
2009,MS,Jan,229,1/1/2009
2010,MS,Jan,72,1/1/2010
2011,MS,Jan,129,1/1/2011
2012,MS,Jan,201,1/1/2012
2013,MS,Jan,174,1/1/2013
2014,MS,Jan,197,1/1/2014
2015,MS,Jan,226,1/1/2015
2016,MS,Jan,127,1/1/2016
2017,MS,Jan,355,1/1/2017
1998,MS,Fev,0,1/1/1998
1999,MS,Fev,69,1/1/1999
2000,MS,Fev,81,1/1/2000
2001,MS,Fev,89,1/1/2001
2002,MS,Fev,98,1/1/2002
2003,MS,Fev,108,1/1/2003
2004,MS,Fev,169,1/1/2004
2005,MS,Fev,221,1/1/2005
2006,MS,Fev,104,1/1/2006
2007,MS,Fev,111,1/1/2007
2008,MS,Fev,78,1/1/2008
2009,MS,Fev,164,1/1/2009
2010,MS,Fev,157,1/1/2010
2011,MS,Fev,61,1/1/2011
2012,MS,Fev,112,1/1/2012
2013,MS,Fev,100,1/1/2013
2014,MS,Fev,139,1/1/2014
2015,MS,Fev,148,1/1/2015
2016,MS,Fev,187,1/1/2016
2017,MS,Fev,165,1/1/2017
1998,MS,Mar,0,1/1/1998
1999,MS,Mar,100,1/1/1999
2000,MS,Mar,23,1/1/2000
2001,MS,Mar,39,1/1/2001
2002,MS,Mar,115,1/1/2002
2003,MS,Mar,137,1/1/2003
2004,MS,Mar,225,1/1/2004
2005,MS,Mar,158,1/1/2005
2006,MS,Mar,137,1/1/2006
2007,MS,Mar,137,1/1/2007
2008,MS,Mar,97,1/1/2008
2009,MS,Mar,118,1/1/2009
2010,MS,Mar,149,1/1/2010
2011,MS,Mar,37,1/1/2011
2012,MS,Mar,169,1/1/2012
2013,MS,Mar,158,1/1/2013
2014,MS,Mar,95,1/1/2014
2015,MS,Mar,190,1/1/2015
2016,MS,Mar,143,1/1/2016
2017,MS,Mar,170,1/1/2017
1998,MS,Apr,0,1/1/1998
1999,MS,Apr,97,1/1/1999
2000,MS,Apr,90,1/1/2000
2001,MS,Apr,108,1/1/2001
2002,MS,Apr,230,1/1/2002
2003,MS,Apr,126,1/1/2003
2004,MS,Apr,97,1/1/2004
2005,MS,Apr,126,1/1/2005
2006,MS,Apr,51,1/1/2006
2007,MS,Apr,46,1/1/2007
2008,MS,Apr,72,1/1/2008
2009,MS,Apr,291,1/1/2009
2010,MS,Apr,136,1/1/2010
2011,MS,Apr,23,1/1/2011
2012,MS,Apr,97,1/1/2012
2013,MS,Apr,78,1/1/2013
2014,MS,Apr,129,1/1/2014
2015,MS,Apr,65,1/1/2015
2016,MS,Apr,161,1/1/2016
2017,MS,Apr,59,1/1/2017
1998,MS,May,0,1/1/1998
1999,MS,May,206,1/1/1999
2000,MS,May,127,1/1/2000
2001,MS,May,112,1/1/2001
2002,MS,May,88,1/1/2002
2003,MS,May,74,1/1/2003
2004,MS,May,25,1/1/2004
2005,MS,May,328,1/1/2005
2006,MS,May,99,1/1/2006
2007,MS,May,62,1/1/2007
2008,MS,May,34,1/1/2008
2009,MS,May,927,1/1/2009
2010,MS,May,105,1/1/2010
2011,MS,May,81,1/1/2011
2012,MS,May,157,1/1/2012
2013,MS,May,72,1/1/2013
2014,MS,May,70,1/1/2014
2015,MS,May,58,1/1/2015
2016,MS,May,97,1/1/2016
2017,MS,May,72,1/1/2017
1998,MS,Jun,82,1/1/1998
1999,MS,Jun,127,1/1/1999
2000,MS,Jun,157,1/1/2000
2001,MS,Jun,249,1/1/2001
2002,MS,Jun,517,1/1/2002
2003,MS,Jun,170,1/1/2003
2004,MS,Jun,394,1/1/2004
2005,MS,Jun,439,1/1/2005
2006,MS,Jun,89,1/1/2006
2007,MS,Jun,141,1/1/2007
2008,MS,Jun,24,1/1/2008
2009,MS,Jun,376,1/1/2009
2010,MS,Jun,149,1/1/2010
2011,MS,Jun,104,1/1/2011
2012,MS,Jun,96,1/1/2012
2013,MS,Jun,35,1/1/2013
2014,MS,Jun,84,1/1/2014
2015,MS,Jun,299,1/1/2015
2016,MS,Jun,120,1/1/2016
2017,MS,Jun,175,1/1/2017
1998,MS,Jul,360,1/1/1998
1999,MS,Jul,1.297,1/1/1999
2000,MS,Jul,160,1/1/2000
2001,MS,Jul,591,1/1/2001
2002,MS,Jul,935,1/1/2002
2003,MS,Jul,182,1/1/2003
2004,MS,Jul,529,1/1/2004
2005,MS,Jul,859,1/1/2005
2006,MS,Jul,289,1/1/2006
2007,MS,Jul,197,1/1/2007
2008,MS,Jul,116,1/1/2008
2009,MS,Jul,354,1/1/2009
2010,MS,Jul,589,1/1/2010
2011,MS,Jul,250,1/1/2011
2012,MS,Jul,538,1/1/2012
2013,MS,Jul,201,1/1/2013
2014,MS,Jul,193,1/1/2014
2015,MS,Jul,371,1/1/2015
2016,MS,Jul,687,1/1/2016
2017,MS,Jul,1.05,1/1/2017
1998,MS,Aug,228,1/1/1998
1999,MS,Aug,4.355,1/1/1999
2000,MS,Aug,530,1/1/2000
2001,MS,Aug,2.484,1/1/2001
2002,MS,Aug,3.984,1/1/2002
2003,MS,Aug,953,1/1/2003
2004,MS,Aug,1.408,1/1/2004
2005,MS,Aug,4.484,1/1/2005
2006,MS,Aug,1.129,1/1/2006
2007,MS,Aug,1.823,1/1/2007
2008,MS,Aug,456,1/1/2008
2009,MS,Aug,816,1/1/2009
2010,MS,Aug,1.721,1/1/2010
2011,MS,Aug,552,1/1/2011
2012,MS,Aug,2.951,1/1/2012
2013,MS,Aug,677,1/1/2013
2014,MS,Aug,312,1/1/2014
2015,MS,Aug,1.293,1/1/2015
2016,MS,Aug,1.481,1/1/2016
2017,MS,Aug,1.488,1/1/2017
1998,MS,Sep,457,1/1/1998
1999,MS,Sep,2.969,1/1/1999
2000,MS,Sep,510,1/1/2000
2001,MS,Sep,1.383,1/1/2001
2002,MS,Sep,2.252,1/1/2002
2003,MS,Sep,1.124,1/1/2003
2004,MS,Sep,2.511,1/1/2004
2005,MS,Sep,1.87,1/1/2005
2006,MS,Sep,1.078,1/1/2006
2007,MS,Sep,4.446,1/1/2007
2008,MS,Sep,1.62,1/1/2008
2009,MS,Sep,1.146,1/1/2009
2010,MS,Sep,1.505,1/1/2010
2011,MS,Sep,1.072,1/1/2011
2012,MS,Sep,2.264,1/1/2012
2013,MS,Sep,1.074,1/1/2013
2014,MS,Sep,365,1/1/2014
2015,MS,Sep,1.482,1/1/2015
2016,MS,Sep,2.383,1/1/2016
2017,MS,Sep,2.984,1/1/2017
1998,MS,Oct,576,1/1/1998
1999,MS,Oct,2.053,1/1/1999
2000,MS,Oct,657,1/1/2000
2001,MS,Oct,563,1/1/2001
2002,MS,Oct,2.173,1/1/2002
2003,MS,Oct,541,1/1/2003
2004,MS,Oct,960,1/1/2004
2005,MS,Oct,647,1/1/2005
2006,MS,Oct,244,1/1/2006
2007,MS,Oct,668,1/1/2007
2008,MS,Oct,432,1/1/2008
2009,MS,Oct,854,1/1/2009
2010,MS,Oct,597,1/1/2010
2011,MS,Oct,276,1/1/2011
2012,MS,Oct,652,1/1/2012
2013,MS,Oct,378,1/1/2013
2014,MS,Oct,581,1/1/2014
2015,MS,Oct,507,1/1/2015
2016,MS,Oct,1.2,1/1/2016
2017,MS,Oct,685,1/1/2017
1998,MS,Nov,306,1/1/1998
1999,MS,Nov,1.194,1/1/1999
2000,MS,Nov,274,1/1/2000
2001,MS,Nov,220,1/1/2001
2002,MS,Nov,1.47,1/1/2002
2003,MS,Nov,380,1/1/2003
2004,MS,Nov,208,1/1/2004
2005,MS,Nov,159,1/1/2005
2006,MS,Nov,83,1/1/2006
2007,MS,Nov,82,1/1/2007
2008,MS,Nov,50,1/1/2008
2009,MS,Nov,439,1/1/2009
2010,MS,Nov,259,1/1/2010
2011,MS,Nov,445,1/1/2011
2012,MS,Nov,115,1/1/2012
2013,MS,Nov,423,1/1/2013
2014,MS,Nov,190,1/1/2014
2015,MS,Nov,276,1/1/2015
2016,MS,Nov,258,1/1/2016
2017,MS,Nov,133,1/1/2017
1998,MS,Dec,100,1/1/1998
1999,MS,Dec,306,1/1/1999
2000,MS,Dec,139,1/1/2000
2001,MS,Dec,143,1/1/2001
2002,MS,Dec,376,1/1/2002
2003,MS,Dec,153,1/1/2003
2004,MS,Dec,110,1/1/2004
2005,MS,Dec,46,1/1/2005
2006,MS,Dec,18,1/1/2006
2007,MS,Dec,15,1/1/2007
2008,MS,Dec,208,1/1/2008
2009,MS,Dec,87,1/1/2009
2010,MS,Dec,276,1/1/2010
2011,MS,Dec,577,1/1/2011
2012,MS,Dec,194,1/1/2012
2013,MS,Dec,195,1/1/2013
2014,MS,Dec,84,1/1/2014
2015,MS,Dec,394,1/1/2015
2016,MS,Dec,123,1/1/2016
1998,MG,Jan,0,1/1/1998
1999,MG,Jan,36,1/1/1999
2000,MG,Jan,24,1/1/2000
2001,MG,Jan,18,1/1/2001
2002,MG,Jan,29,1/1/2002
2003,MG,Jan,37,1/1/2003
2004,MG,Jan,22,1/1/2004
2005,MG,Jan,28,1/1/2005
2006,MG,Jan,109,1/1/2006
2007,MG,Jan,91,1/1/2007
2008,MG,Jan,85,1/1/2008
2009,MG,Jan,74,1/1/2009
2010,MG,Jan,118,1/1/2010
2011,MG,Jan,61,1/1/2011
2012,MG,Jan,75,1/1/2012
2013,MG,Jan,75,1/1/2013
2014,MG,Jan,133,1/1/2014
2015,MG,Jan,147,1/1/2015
2016,MG,Jan,61,1/1/2016
2017,MG,Jan,106,1/1/2017
1998,MG,Fev,0,1/1/1998
1999,MG,Fev,112,1/1/1999
2000,MG,Fev,20,1/1/2000
2001,MG,Fev,39,1/1/2001
2002,MG,Fev,62,1/1/2002
2003,MG,Fev,126,1/1/2003
2004,MG,Fev,29,1/1/2004
2005,MG,Fev,79,1/1/2005
2006,MG,Fev,96,1/1/2006
2007,MG,Fev,71,1/1/2007
2008,MG,Fev,59,1/1/2008
2009,MG,Fev,74,1/1/2009
2010,MG,Fev,155,1/1/2010
2011,MG,Fev,111,1/1/2011
2012,MG,Fev,123,1/1/2012
2013,MG,Fev,143,1/1/2013
2014,MG,Fev,157,1/1/2014
2015,MG,Fev,84,1/1/2015
2016,MG,Fev,207,1/1/2016
2017,MG,Fev,61,1/1/2017
1998,MG,Mar,0,1/1/1998
1999,MG,Mar,13,1/1/1999
2000,MG,Mar,24,1/1/2000
2001,MG,Mar,13,1/1/2001
2002,MG,Mar,62,1/1/2002
2003,MG,Mar,81,1/1/2003
2004,MG,Mar,81,1/1/2004
2005,MG,Mar,107,1/1/2005
2006,MG,Mar,69,1/1/2006
2007,MG,Mar,155,1/1/2007
2008,MG,Mar,61,1/1/2008
